"【改制後】縣市重要統計指標 依 指標, 期間 與 縣市"

" "," "," 新北市"," 臺北市"," 桃園市"," 臺中市"," 臺南市"," 高雄市"," 宜蘭縣"," 新竹縣"," 苗栗縣"," 彰化縣"," 南投縣"," 雲林縣"," 嘉義縣"," 屏東縣"," 臺東縣"," 花蓮縣"," 澎湖縣"," 基隆市"," 新竹市"," 嘉義市"," 金門縣"," 連江縣"
" 平均每人每日垃圾清運量"
" ","1998",1.09,1.42,1.08,1.06,1.14,1.15,1.09,0.87,1.08,0.99,0.91,1.01,1.16,1.16,1.30,1.44,1.22,1.10,1.00,1.19,...,...
" ","1999",1.08,1.28,1.06,0.94,1.11,1.09,1.14,1.00,1.16,0.98,0.88,0.94,1.13,1.10,1.17,1.13,1.20,1.03,1.04,1.13,...,...
" ","2000",1.05,1.01,1.02,0.76,0.98,1.01,1.05,0.93,1.01,0.86,0.85,0.87,1.02,0.98,1.22,1.25,1.22,1.49,1.00,1.06,...,...
" ","2001",0.94,1.03,0.97,0.70,0.89,0.84,0.92,0.91,0.91,0.78,0.79,0.83,0.85,0.94,1.05,1.28,0.98,0.83,0.99,1.09,...,...
" ","2002",1.00,0.77,0.86,0.62,0.87,0.80,0.82,0.83,0.86,0.74,0.72,0.76,0.88,0.86,0.95,1.05,0.86,0.79,0.92,0.97,...,...
" ","2003",0.83,0.69,0.77,0.58,0.82,0.77,0.68,0.79,0.76,0.69,0.63,0.69,0.88,0.81,0.84,0.91,0.78,0.77,0.89,0.91,...,...
" ","2004",0.79,0.62,0.73,0.56,0.78,0.73,0.61,0.74,0.71,0.65,0.59,0.66,0.80,0.76,0.74,0.85,0.79,0.77,0.85,0.89,0.69,2.20
" ","2005",0.76,0.58,0.67,0.50,0.78,0.67,0.52,0.66,0.68,0.64,0.55,0.66,0.75,0.72,0.66,0.76,0.82,0.68,0.70,0.88,0.58,2.29
" ","2006",0.64,0.55,0.58,0.47,0.70,0.66,0.52,0.54,0.61,0.59,0.52,0.60,0.71,0.69,0.61,0.56,0.60,0.62,0.68,0.81,0.47,1.32
" ","2007",0.63,0.55,0.55,0.48,0.61,0.65,0.50,0.48,0.58,0.59,0.51,0.51,0.68,0.68,0.57,0.46,0.55,0.59,0.72,0.79,0.42,0.95
