"【改制後】縣市重要統計指標 依 指標, 期間 與 縣市"

" "," "," 新北市"," 臺北市"," 桃園市"," 臺中市"," 臺南市"," 高雄市"," 宜蘭縣"," 新竹縣"," 苗栗縣"," 彰化縣"," 南投縣"," 雲林縣"," 嘉義縣"," 屏東縣"," 臺東縣"," 花蓮縣"," 澎湖縣"," 基隆市"," 新竹市"," 嘉義市"," 金門縣"," 連江縣"
" 醫療機構數"
" ","1998",2405,2610,1146,2671,1545,2328,293,252,364,899,419,473,228,584,141,274,68,300,336,374,14,7
" ","1999",2441,2620,1133,2681,1541,2329,296,248,346,896,391,466,229,610,139,283,70,300,367,365,13,6
" ","2000",2515,2615,1194,2730,1534,2396,311,256,350,912,378,467,246,621,145,288,70,298,369,365,16,6
" ","2001",2562,2633,1227,2771,1537,2412,301,259,341,919,386,476,241,634,149,270,73,301,383,365,18,7
" ","2002",2560,2645,1245,2780,1537,2413,297,262,337,905,389,480,236,604,150,258,76,292,368,366,21,7
" ","2003",2637,2748,1276,2871,1581,2475,303,268,338,950,404,496,249,614,152,266,80,297,371,368,26,7
" ","2004",2702,2814,1341,2927,1618,2545,302,286,349,975,411,507,251,624,156,274,84,293,369,376,29,7
" ","2005",2716,2835,1322,2988,1629,2592,303,303,361,988,412,505,254,630,153,276,83,286,379,382,30,6
" ","2006",2750,2892,1314,3005,1674,2617,314,310,357,1006,408,515,262,648,157,279,85,289,377,387,30,6
" ","2007",2788,2946,1337,3038,1697,2629,318,317,363,1013,417,514,269,652,157,279,83,281,382,383,30,7
" ","2008",2816,3010,1358,3089,1720,2663,314,324,370,1028,422,517,265,654,159,283,85,282,388,387,33,7
" ","2009",2868,3045,1398,3078,1733,2679,318,327,368,1019,418,508,266,650,152,278,86,277,399,394,38,7
" ","2010",2912,3147,1429,3150,1772,2754,322,323,370,1026,416,504,267,652,153,275,89,281,408,395,39,7
" ","2011",3011,3253,1448,3213,1815,2805,327,335,376,1041,424,498,267,651,158,275,90,281,426,396,40,5
" ","2012",3076,3321,1467,3264,1834,2837,333,336,385,1042,429,498,269,648,159,282,89,293,424,402,44,5
" ","2013",3126,3381,1500,3294,1851,2869,338,349,385,1059,429,503,270,647,162,274,89,297,431,408,46,5
" ","2014",3200,3450,1523,3342,1875,2906,337,360,391,1062,434,508,271,655,161,278,89,297,438,409,50,5
" ","2015",3232,3489,1531,3364,1890,2943,330,374,388,1054,433,504,271,644,161,277,88,297,437,413,52,5
" ","2016",3259,3526,1563,3424,1904,2954,333,384,386,1059,433,504,274,648,165,280,92,296,434,407,54,5
